Title,Rating,Year,Genre,Director,Actors,Images
Rocky,8.1,1976,Drama,John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Butkus Stallone', 'Don Cannon', 'Bobby Cassidy', 'Randy De La o', 'Michael Dorn', 'Arnold Johnson', 'Daniel King', 'Robert Leh', 'Jeri McBride', 'Stu Nahan', 'Frank Pesce', 'Mando Ramos', 'Lavelle Roby', 'Bruce A. Simon', 'Arthur Tovey', ""Chino 'Fats' Williams""]","https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg"
Logan,8.1,2017,Action,James Mangold,"['James Mangold', 'Scott Frank', 'James Mangold', 'Michael Green']","https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Spotlight,8.1,2015,Biography,Tom McCarthy,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', ""Brian d'Arcy James"", 'Stanley Tucci', 'Elena Wohl', 'Gene Amoroso', 'Doug Murray', 'Sharon McFarlane', 'Jamey Sheridan', 'Neal Huff', 'Billy Crudup', 'Robert B. Kennedy', 'Duane Murray', 'Brian Chamberlain', 'Michael Cyril Creighton', 'Paul Guilfoyle', 'Michael Countryman', 'Tim Whalen', 'Martin Roach', 'Brad Borbridge', 'Don Allison', 'Patty Ross', 'Paloma Nuñez', 'Robert Clarke', 'Gary Galone', 'David Fraser', 'Paulette Sinclair', 'Laurie Heineman', 'Elena Juatco', 'Nancy Villone', 'Wendy Merry', 'Siobhan Murphy', 'Eileen Padua', 'Darrin Baker', 'Brett Cramp', 'Joe Stapleton', 'Maureen Keiller', 'Jimmy LeBlanc', 'Tim Progosh', 'Neion George', 'Laurie Murdoch', 'Zarrin Darnell-Martin', 'Krista Morin', 'Paula Barrett', ""Mairtin O'Carrigan"", 'Rob deLeeuw', 'Nancy E. Carroll', 'Anthony Paolucci', 'Michele Proude', ""Richard O'Rourke"", 'Len Cariou', 'Dennis Lynch', 'Stefanie Drummond', 'Mark McGrinder', 'Richard Fitzpatrick', 'Tom Driscoll', 'Jeffrey Samai', 'Moira Driscoll', 'Forrest Weber', 'Doreen Spencer', 'Janet Pinnick', 'Shannon McDonough', 'Shannon Ruth', 'Daniel Ruth', 'Jennifer Ruth', 'Timothy Mooney', 'Bruce-Robert Serafin', 'Donna Sue Jahier', 'Edward Brickley', 'David Afflick', 'Giovanni Alabiso', 'Lana Antonova', 'Raffi Atamian', 'Michael Balzano III', 'Sophia Bellas', 'David S. Bookbinder', 'David Boston', 'Jim Boyd', 'Ben Bradlee Jr.', 'Joshua Brown', 'Mark Burzenski', 'Joe Cali', 'Joe Jafo Carriere', 'Jim Chad', 'James Chilli Chillingworth', 'Terry Conforti', 'Guy Cooper', 'Jeffrey Corazzini', 'Cyndy Day', 'Jack Spencer Day', 'Chris De Christopher', 'Frank Durant', 'Allison Dyen', 'Kris Earle', 'Irina Egay', 'Mark Falvo', 'Kevin Fennessy', 'Ashley Flannegan', 'John Franchi', 'John Gigliotti', 'Robert Glenn', 'Tom Granger', 'Elaine Victoria Grey', 'Jed Griswold', 'Mark Haggett', 'London Hall', 'Hussein Hammouda', 'Becky Burne Harvey', 'Rosemary Howard', 'Steven Howitt', 'Richard Jenkins', 'Glenn W. Kane', 'Colleen Kelly', 'J Parker Kent', 'Elena Khan', 'Robert Kinar', 'Frantz Louizia', 'Jamie Mazareas', 'Casey McNeal', 'Gavin Monteiro', 'Jill Morgan', 'Randy Morris', 'Peter Morse', 'Lance Norris', 'Josette Oberton', 'Joseph Oliveira', 'Richard Pacheco', 'Dallas Peplow', 'Sacha Pfeiffer', 'Doug Reed', 'Stew Replogle', 'Michael Rezendes', 'Walter Robinson', 'Gary Roscoe', 'Ariana Ruckle', 'Harold Rudolph', 'Mary Jane Brennan Sangiolo', 'Aaron Snyder', 'P.J. Stack', 'David Struffolino', 'Michael Steven Swanson', 'Carole Taylor', 'Jami Tennille', 'Luc Turgeon', 'George J. Vezina', 'Kyle Viveiros', 'Peter Lewis Walsh', 'Amy Whalen', 'Teresa Wilson']","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Hotel Rwanda,8.1,2004,Biography,Terry George,"['Xolani Mali', 'Don Cheadle', 'Desmond Dube', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Rosie Motene', 'Neil McCarthy', ""Mabutho 'Kid' Sithole"", 'Nick Nolte', 'Fana Mokoena', 'Jeremiah Ndlovu', 'Sophie Okonedo', 'Lebo Mashile', 'Antonio David Lyons', 'Leleti Khumalo', 'Kgomotso Seitshohlo', 'Lerato Mokgotho', 'Mosa Kaiser', 'Mathabo Pieterson', 'Ofentse Modiselle', ""David O'Hara"", 'Joaquin Phoenix', 'Lennox Mathabathe', 'Mothusi Magano', 'Noxolo Maqashalala', 'Thulani Nyembe', 'Simo Mogwaza', 'Mirriam Ngomani', 'Cara Seymour', 'Harriet Lenabe', 'Roberto Citran', 'Mduduzi Mabaso', 'Sonni Chidiebere', 'Thomas Kariuki', 'Sibusiso Mhlongo', 'Ashleigh Tobias', 'Eugene Khumbanyiwa', 'Jean Reno']","https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR0,0,190,281_.jpg"
The Terminator,8.1,1984,Action,James Cameron,"['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Paul Winfield', 'Lance Henriksen', 'Rick Rossovich', 'Bess Motta', 'Earl Boen', 'Dick Miller', 'Shawn Schepps', 'Bruce M. Kerner', 'Franco Columbu', 'Bill Paxton', 'Brad Rearden', 'Brian Thompson', 'William Wisher', 'Ken Fritz', 'Tom Oberhaus', 'Ed Dogans', 'Joe Farago', 'Hettie Lynne Hurtes', 'Tony Mirelez', 'Philip Gordon', 'Anthony Trujillo', 'Stan Yale', 'Al Kahn', 'Leslie Morris', 'Hugh Farrington', 'Harriet Medin', 'Loree Frazier', 'James Ralston', 'Norman Friedman', 'Barbara Powers', 'Wayne Stone', 'David Michels', 'John E. Bristol', 'Webster Williams', 'Patrick Pinney', 'Bill W. Richmond', ""Chino 'Fats' Williams"", 'Greg Robbins', 'Marianne Muellerleile', 'John Durban', 'Robin Antin', 'Marian Green', 'J. Randolph Harrison', 'David Kristin', 'Darrell Mapson', 'Bob Ritchie', 'John Stuart West']","https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Platoon,8.1,1986,Drama,Oliver Stone,"['Keith David', 'Forest Whitaker', 'Francesco Quinn', 'Kevin Dillon', 'John C. McGinley', 'Reggie Johnson', 'Mark Moses', 'Corey Glover', 'Johnny Depp', 'Chris Pedersen', 'Bob Orwig', 'Corkey Ford', 'David Neidorf', 'Tom Berenger', 'Willem Dafoe', 'Charlie Sheen', 'Richard Edson', 'Tony Todd', 'Kevin Eshelman', 'James Terry McIlvain', 'J. Adam Glover', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Peter Hicks', 'Basile Achara', 'Steve Barredo', 'Chris Castillejo', 'Andrew B. Clark', 'Bernardo Manalili', 'Than Rogers', 'Li Thi Van', 'Clarisa Ortacio', 'Romy Sevilla', 'Matthew Westfall', 'Nick Nicholson', 'Warren McLean', 'Li Mai Thao', 'Ron Barracks', 'Robin Blair-Crawford', 'H. Gordon Boos', 'Brad Cassini', 'John Denny', 'Mark Ebenhoch', ""Robert 'Rock' Galotti"", 'Ken Glover', 'Eric Hahn', 'Berto Spoor', 'Oliver Stone', 'Henry Strzalkowski']","https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg"
La passion de Jeanne d'Arc,8.1,1928,Biography,Carl Theodor Dreyer,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna', 'Alexandre Mihalesco', 'Léon Larive', 'Jean Aymé', 'Camille Bardou', 'Gilbert Dacheux', 'Gilbert Dalleu', 'Paul Delauzac', 'Dimitri Dimitriev', 'Fournez-Goffard', 'Henri Gaultier', 'Paul Jorge', 'Marie Lacroix', 'Henri Maillard', 'Raymond Narlay']","https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,8,190,281_.jpg"
La haine,8.1,1995,Crime,Mathieu Kassovitz,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse', 'Choukri Gabteni', 'Nabil Ben Mhamed', 'Benoît Magimel', 'Médard Niang', 'Arash Mansour', 'Abdel-Moulah Boujdouni', 'Mathilde Vitry', 'Christian Moro', 'Edouard Montoute', 'JiBi', 'Félicité Wouassi', 'Fatou Thioune', 'Thang-Long', 'Cut Killer', 'Sabrina Houicha', 'Sandor Weltmann', 'François Levantal', 'Julie Mauduech', 'Karin Viard', 'Peter Kassovitz', 'Christophe Rossignon', 'Vincent Lindon', 'Mathieu Kassovitz', 'Anthony Souter', 'Florent Lavandeira', 'Teddy Marques', 'Samir Khelif', 'Tadek Lokcinski', 'Virginie Montel', 'Andrée Damant', 'Marcel Marondo', 'Karim Belkhadra', 'Marc Duret', 'Eric Pujol', 'Philippe Nahon', 'Sébastien Tavel', 'François Toumarkine', 'José Dalmat', 'Zinedine Soualem', 'Bernie Bonvoisin', 'Cyril Ancelin', 'Patrick Médioni', 'Tony Sanchez']","https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Antes del atardecer,8.1,2004,Drama,Richard Linklater,"['Richard Linklater', 'Julie Delpy', 'Ethan Hawke', 'Richard Linklater', 'Kim Krizan', 'Richard Linklater', 'Kim Krizan']","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_QL75_UY281_CR0,0,190,281_.jpg"
The Best Years of Our Lives,8.1,1946,Drama,William Wyler,"['Myrna Loy', 'Fredric March', 'Dana Andrews', 'Teresa Wright', 'Virginia Mayo', ""Cathy O'Donnell"", 'Hoagy Carmichael', 'Harold Russell', 'Gladys George', 'Roman Bohnen', 'Ray Collins', 'Minna Gombell', 'Walter Baldwin', 'Steve Cochran', 'Dorothy Adams', 'Don Beddoe', 'Marlene Aames', 'Charles Halton', 'Ray Teal', 'Howland Chamberlain', 'Dean White', 'Erskine Sanford', 'Michael Hall', 'Victor Cutler', 'Nestor Amaral', 'Jimmy Ames', 'Carol Andrews', 'Mary Arden', 'Gertrude Astor', 'Edward Biby', 'Harry Cheshire', 'Sidney Clute', 'Tom Coleman', 'Joyce Compton', 'James Conaty', 'Heinie Conklin', 'Bert Conway', 'Clancy Cooper', 'Mady Correll', 'Roy Darmour', 'Hal K. Dawson', 'Lawrence Dobkin', 'Lester Dorr', 'Claire Du Brey', 'Tom Dugan', 'Dick Earle', 'Edward Earle', 'Blake Edwards', 'Billy Engle', 'Ben Erway', 'Doris June Fesetta', 'Pat Flaherty', 'Tennessee Ernie Ford', 'Louise Franklin', 'Harry Gillette', 'Dick Gordon', 'Herschel Graham', 'Marion Gray', 'Earle Hodgins', 'Stuart Holmes', 'Ray Hyke', 'John Ince', 'Teddy Infuhr', 'Jackie Jackson', 'Georgia Kane', 'Robert Karnes', 'Kenner G. Kemp', 'Donald Kerr', 'Gene Krupa', 'Ethelreda Leopold', 'Alyn Lockwood', 'Wilbur Mack', 'Susan Mann', 'Thomas Martin', 'Michael Mauree', 'Doreen McCann', 'Peggy McIntyre', 'Russell Meeker', 'Chef Milani', 'Harold Miller', 'Ernesto Molinari', 'William Newell', 'Georgie Nokes', ""William H. O'Brien"", 'Joe Palma', 'Leo Penn', 'Caleb Peterson', 'Norman Phillips Jr.', 'Jack Rice', 'Suzanne Ridgway', 'Mickey Roth', 'Loretta Russell', 'Ruth Sanderson', 'Ralph Sanford', 'Noreen Sayles', 'Stephen Soldi', 'Bert Stevens', 'John Tyrrell', 'Amelita Ward', 'Jan Wiley', 'Marek Windheim', 'Catherine Wyler', 'Judy Wyler', 'William Wyler']","https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,2003,Action,Gore Verbinski,"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie', 'Jay Wolpert', 'Ted Elliott', 'Terry Rossio']","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg"
The Exorcist,8.1,1973,Horror,William Friedkin,"['William Peter Blatty', 'William Peter Blatty']","https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg"
Rush,8.1,2013,Action,Ron Howard,"['Chris Hemsworth', 'Daniel Brühl', 'Olivia Wilde', 'Alexandra Maria Lara', 'Pierfrancesco Favino', 'David Calder', 'Natalie Dormer', 'Stephen Mangan', 'Christian McKay', 'Alistair Petrie', 'Julian Rhind-Tutt', 'Colin Stinton', 'Jamie de Courcey', 'Augusto Dallara', 'Ilario Calvo', 'Patrick Baladi', 'Vincent Riotta', 'Martin Savage', 'Jamie Sives', 'Simon Taylor', 'Robert Christopher Austin', 'Tom Wlaschiha', 'Cristian Solimeno', 'James Norton', 'Joséphine de La Baume', 'Geoffrey Streatfeild', 'Julien Vialon', 'Douglas Reith', 'Polly Brindle', 'Brooke Johnston', 'Hannah Britland', 'Lisa McAllister', 'Hans-Eckart Eckhardt', 'Vanessa Zachos', 'Xavier Laurent', 'Val Jobara', 'Zack Niizato', 'Akira Koieyama', 'Klaus D. Mund', 'Folker Banik', 'Andreas Engelmann', 'Christopher Wolert', 'Jochen Kolenda', 'Roger Nevares', 'Vanda Dadras', 'Raffaello Degruttola', 'Luca Matteo Zizzari', 'Alastair Caldwell', 'Alan Bayer', 'Joe Ferrara', 'Bob Constanduros', 'Christian Feist', 'Marco Canadea', 'Eiji Mihara', 'Demetri Goritsas', 'Jay Simpson', 'Philippe Spall', 'Erich Redman', 'Marcello Walton', 'Masashi Fujimoto', 'Roberto Cavazos', 'Paolo Barone', 'Francesco Fronte', 'Morris Minelli', 'Luca Naddeo', 'Marco Napoli', 'Cristian Stelluti', 'Scott Hopkins', 'Matthew Watkinson', 'Anthony Wolfe', 'Jeremy Wolfe', 'Mark Postgate', 'Lee Asquith-Coe', 'Eddie Bagayawa', 'Gordon Bibby', 'Thomas Binder', 'Hannah Brackstone-Brown', 'Alexander Bracq', 'Pablo Bubar', 'Ray Burnet', 'Roddy Button', 'Robert Cambrinus', 'Neil Chapelhow', 'Daniel Chapple', 'Selina Chiu', 'Siong Loong Choong', 'Errol Clayton', 'Bern Collaço', 'Gary Comerford', 'Kenneth Coombs', 'Chris Cowlin', 'Lee Craven', 'Graham Curry', ""Philippe D'Imperio"", 'Butchy Davy', 'Kristofer Dayne', 'Alessandro De Marco', 'Filippo Delaunay', 'Morgan Delle Piane', 'Lukas DiSparrow', 'James Ducker', 'John Duggan', 'Jason Ebelthite', 'Guinevere Edwards', 'Rain Elwood', 'Helen Evans', 'Daniel Farrow', 'Caspian Faye', 'Rebecca Ferdinando', 'Joanna Finata', 'Robert Finlay', 'Jake Francis', 'Jensen Freeman', 'Ricardo Freitas', 'Nigel Genis', 'Robin George', 'Kyriakos Georgiou', 'Alex Gillison', 'Raymond Glen', 'David Golt', 'Ignacio Guirado', 'Antti Hakala', 'Lee Nicholas Harris', 'Max Hastings', 'John Heartstone', 'Kai Henschel', 'Richard Herdman', 'Sharan Hunjan', 'James Hunt', 'Ebba Ingvar', 'Tobias James-Samuels', 'Christopher G. Jones', 'Kevin Oliver Jones', 'Andy Joy', 'Gereon Kalkuhl', 'Samantha Kelly', 'Chris Kent-Ledger', 'Aisling Knight', 'Chonradee Kulthap', 'Shaz Lancaster', 'Jamie Langlands', 'Niki Lauda', 'Tim Lawes', 'Sarah Leigh', 'Simone Liebman', 'Jim Liu', 'Alan Low', 'Shaun Lucas', 'Aaron Ly', 'Sid Man', 'Max Manganello', 'Jenna Manning', 'Laura Jean Marsh', 'Guy Mayfield', 'Ross McKinnon', 'Harry Dave McLaren', 'Pete Meads', 'Frankie Meredith', 'Liana Mesaikou', 'Martyn Moore', 'Jon L. Morris', 'Stuart Mulcaster', 'Adam Newbury', 'Minh Ngu', 'Marios Nicolaides', 'Jeremy Oliver', 'Tatsujiro Oto', 'Trent Owers', 'Steve Parker', 'Michael Pearson', 'Cris Penfold', 'Jodie Perry', 'Nino Porzio', 'James Michael Rankin', 'Paul Redfern', 'Sonia Relander', 'Annabel Riley', 'Carl Robinson', 'David G. Robinson', 'Harry Rudd', 'Gemita Samarra', 'Edward Sampson', 'Ruggero Dalla Santa', 'Dirk Schilling', 'Santi Scinelli', 'Kirsty Seager', 'Kanira Shah', 'Sam Shoubber', 'Lucas Antoine Starrets', 'Victoria Sviggum', 'Kate Sweeney', 'Anthony Tan', 'Sami Tesfay', 'Gerald Tomkinson', 'Kevin Tran', 'Reuben Turner', 'Michael Vardian', 'Dennis Vehlen', 'Fabio Vollono', 'John Warman', 'Louisa Warwick', 'Roland Watson', 'Tom Whelehan', 'Jonathan Whittaker', 'Devora Wilde', 'Chris Wilson', 'Rosalie Wolff']","https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Network,8.1,1976,Drama,Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall', 'Wesley Addy', 'Ned Beatty', 'Arthur Burghardt', 'Bill Burrows', 'John Carpenter', 'Jordan Charney', 'Kathy Cronkite', 'Ed Crowley', 'Jerome Dempsey', 'Conchata Ferrell', 'Gene Gross', 'Stanley Grover', 'Cindy Grover', 'Darryl Hickman', 'Mitchell Jason', 'Paul Jenkins', 'Ken Kercheval', 'Kenneth Kimmins', 'Lynn Klugman', 'Carolyn Krigbaum', 'Zane Lasky', 'Michael Lipton', 'Michael Lombard', 'Pirie MacDonald', 'Russ Petranto', 'Bernard Pollock', 'Roy Poole', 'William Prince', 'Sasha von Scherler', 'Lane Smith', 'Ted Sorel', 'Beatrice Straight', 'Fred Stuthman', 'Cameron Thomas', 'Marlene Warfield', 'Lydia Wilen', 'Lee Richardson', 'John Chancellor', 'Robert P. Cohen', 'Walter Cronkite', 'Andrew Duncan', 'Todd Everett', 'Betty Ford', 'Gerald Ford', 'John Gabriel', 'Tom Gibney', 'Lance Henriksen', 'Raymond Martino', 'John Pashley', 'Howard K. Smith', 'David Susskind', 'Michael Tucker', 'Ahmed Yamani']","https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_QL75_UX190_CR0,5,190,281_.jpg"
Jai Bhim,8.7,2021,Crime,T.J. Gnanavel,"['Suriya', 'Lijo Mol Jose', 'Manikandan K.', 'Rajisha Vijayan', 'Prakash Raj', 'Rao Ramesh', 'Guru Somasundaram', 'M.S. Bhaskar', 'V. Jayaprakash', 'Sibi Thomas', 'Ilavarasu', 'Jayarao', 'Sujatha Sivakumar', 'Ravi Venkatraman', 'Tamizh', 'Supergood Subramani', 'Bala Hasan', 'Raja Rani Pandian', 'Subatra Robert', 'Rajendran', 'Baby Joshika Maya', 'Bava Chelladurai', 'Kaleeswaran', 'Kumar Natarajan', 'Sanjay Swaroop', 'Shankar Sundaram', 'Anaangoor Raju', 'M. Sinrasu', 'S. Ravi', 'Deepa', 'Kaveri', 'Bigil Siva', 'Hello Kandasamy', 'K. Raj', 'Jijoi Pr', 'Kalakkadu V. Ranganathan', 'Supervisor Raju', 'Srikanth', 'Kulothungan', 'Pathman', 'Padmapriya', 'Set Dhanasekhar', 'Anbaana Arun', ""'Winner' Ramachandran"", 'Rukmani', 'Sivalingam Babu', 'Amarar Krav Maha Sriram', 'Rajesh Balachandiran', 'David Soloman', 'Maheshwaran', 'Dayaalan', 'Jaishankar', 'Ravishankar', 'Aravind Seiju', 'Brahadeeshwaran', 'Mayilai Manivannan', 'Murugesan', 'Ramkumar Pazhani', 'Deva', 'Subramani', 'Saravanan', 'Sellavel', 'Yuva', 'Dhandapani', 'Karthik', 'Vetri Kiran', 'Chaplin Sundamir', 'Jagir', 'Sivajudasan', 'Ashokan', 'Ganeshan', 'Kamal', 'Balaji', 'Parthasarathy', 'Sathish', 'Harikrishnan', 'Murugan', 'Ramasubramanyan', 'Thiagarajan', 'Aarumugam', 'Alima', 'Amala', 'Anandhi', 'Anjala', 'Anju', 'Bhoominathan', 'Chinnarasu', 'Chitra', 'Devi', 'Dhanalakshmi', 'Ellappan', 'Ezhumalai', 'Tarun Foujdar', 'Geetha', 'Janaki', 'Kannan', 'Kanniyappan', 'Thangavel Karuthapandi', 'Kumaravel', 'Lakshmi', 'Malar', 'Velli Muthu', 'Panneer', 'Parthi', 'Poongodi', 'Prashanth', 'Raja', 'Ramesh', 'Ranganathan', 'Ranjith', 'Sakthivel', 'Sekar Sami', 'Sathya', 'Selvaraj', 'Selvi', 'Shankar', 'Sivakumar', 'Thenaambal', 'Kulothungan Udayakumar', 'Valli', 'Vasantha', 'Velu', 'Venkateshan', 'Vennila', 'Vijaykumar', 'Viji']","https://m.media-amazon.com/images/M/MV5BNzFkM2FhMzQtYjUwZi00N2Y3LWFkZWItMmZmMjQxNGQwZmNhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_QL75_UY281_CR18,0,190,281_.jpg"
Stand by Me,8.1,1986,Adventure,Rob Reiner,"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell"", 'Kiefer Sutherland', 'Casey Siemaszko', 'Gary Riley', 'Bradley Gregg', 'Jason Oliver Lipsett', 'Marshall Bell', 'Frances Lee McCain', 'Bruce Kirby', 'William Bronder', 'Scott Beach', 'Richard Dreyfuss', 'John Cusack', 'Madeleine Swift', 'Popeye', 'Geanette Bobst', 'Art Burke', 'Matt Williams', 'Andy Lindberg', 'Dick Durock', 'O.B. Babbs', 'Charlie Owens', 'Kenneth Hodges', 'John Hodges', 'Susan Thorpe', 'Korey Scott Pollard', 'Rick Elliott', 'Kent W. Luttrell', 'Chance Quinn', 'Jason Naylor', 'Sky Siewerski']","https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg"
The Wizard of Oz,8.1,1939,Adventure,Victor Fleming,"['Noel Langley', 'Florence Ryerson', 'Edgar Allan Woolf', 'Noel Langley', 'L. Frank Baum', 'Arthur Freed', 'Irving Brecher', 'William H. Cannon', 'Herbert Fields', 'Jack Haley', 'E.Y. Harburg', 'Samuel Hoffenstein', 'Bert Lahr', 'John Lee Mahin', 'Herman J. Mankiewicz', 'Jack Mintz', 'Ogden Nash', 'Robert Pirosh', 'George Seaton', 'Sid Silvers']","https://m.media-amazon.com/images/M/MV5BY2NjNDU1ZjctN2VhZi00Nzc5LTljNmItMTZiOTg1ODkwYjgwXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_QL75_UX190_CR0,3,190,281_.jpg"
The Incredibles,8.0,2004,Animation,Brad Bird,"['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson', 'Jason Lee', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Eli Fucile', 'Maeve Andrews', 'Wallace Shawn', 'Spencer Fox', 'Lou Romano', 'Wayne Canney', 'Sarah Vowell', 'Michael Bird', 'Elizabeth Peña', 'Bud Luckey', 'Brad Bird', ""Bret 'Brook' Parker"", 'Kimberly Adair Clark', 'John Ratzenberger', 'Mark Andrews', 'Nicholas Bird', 'Louis Martin Braga III', 'Mary Elizabeth Clark', 'Pete Docter', 'Louis Gonzales', 'Elizabeth Greenberg', 'Juliet Greenberg', 'Billy Guardino', ""Dennis 'D.J.' Jennings"", 'Ollie Johnston', 'Bradford Lewis', 'Ted Mathot', 'Jazzie Mahannah', 'Randy Nelson', 'Bob Peterson', 'Jeff Pidgeon', 'Juliet Pokorny', 'Joe Ranft', 'Lori Richardson', 'A.J. Riebli III', 'Katherine Ringgold', 'Stephen Schaffer', 'Bob Scott', 'Peter Sohn', 'Andrew Stanton', 'Frank Thomas', 'Pamela Gaye Walker', 'Patrick Walker', 'Deirdre Warin']","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
